,gas,retention_time,peak_area,peak_height,correction_factor,file_number,file_name,sample_type,column,carrier
0,CH4,3.07,13799.1593,1728.093,0.5,8,data/gc_data/2023-06-01/01JUN23_TAC_FID_39.RES,BA1B-250-BIC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.099,7477.2618,1080.181,0.2709,9,data/gc_data/2023-06-01/01JUN23_TAC_FID_11.RES,BA1B-250-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.933,10.3565,1.287,0.0013,9,data/gc_data/2023-06-01/01JUN23_TAC_FID_11.RES,BA1B-250-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.094,5769.2093,834.6,0.209,10,data/gc_data/2023-06-01/01JUN23_TAC_FID_05.RES,BA1B-20-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.55,338.8308,52.947,0.013,11,data/gc_data/2023-06-01/01JUN23_TAC_FID_04.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.096,338.2613,48.741,0.0123,11,data/gc_data/2023-06-01/01JUN23_TAC_FID_04.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.92,319.5661,39.179,0.0409,11,data/gc_data/2023-06-01/01JUN23_TAC_FID_04.RES,0.25ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.125,946.8579,135.707,0.0343,12,data/gc_data/2023-06-01/01JUN23_TAC_FID_10.RES,BA1B-150-AC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.941,16.6996,1.983,0.0021,12,data/gc_data/2023-06-01/01JUN23_TAC_FID_10.RES,BA1B-150-AC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.096,4824.7231,649.067,0.1748,13,data/gc_data/2023-06-01/01JUN23_TAC_FID_38.RES,BA1B-150-AC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.068,1713.0924,233.512,0.0621,14,data/gc_data/2023-06-01/01JUN23_TAC_FID_14.RES,BA4A-20-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.118,27.8494,3.557,0.001,15,data/gc_data/2023-06-01/01JUN23_TAC_FID_28.RES,BA3A-150-FORM-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.923,11.5259,1.186,0.0015,15,data/gc_data/2023-06-01/01JUN23_TAC_FID_28.RES,BA3A-150-FORM-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.096,24.7318,2.961,0.0009,16,data/gc_data/2023-06-01/01JUN23_TAC_FID_29.RES,BA3A-150-AC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.09,3015.5374,408.891,0.1093,18,data/gc_data/2023-06-01/01JUN23_TAC_FID_15.RES,BA4A-20-FORM-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.91,10.4672,1.204,0.0013,18,data/gc_data/2023-06-01/01JUN23_TAC_FID_15.RES,BA4A-20-FORM-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.558,820.1725,122.673,0.0314,19,data/gc_data/2023-06-01/01JUN23_TAC_FID_03.RES,0.5ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.106,822.8282,115.235,0.0298,19,data/gc_data/2023-06-01/01JUN23_TAC_FID_03.RES,0.5ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.935,774.5395,92.6,0.0992,19,data/gc_data/2023-06-01/01JUN23_TAC_FID_03.RES,0.5ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.091,3679.142,465.582,0.1333,20,data/gc_data/2023-06-01/01JUN23_TAC_FID_17.RES,BA4A-150-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.087,3643.99,443.737,0.132,21,data/gc_data/2023-06-01/01JUN23_TAC_FID_16.RES,BA4A-20-AC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CO,2.562,1352.3915,165.15,0.0518,22,data/gc_data/2023-06-01/01JUN23_TAC_FID_02.RES,1ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,CH4,3.111,1362.4929,162.871,0.0494,22,data/gc_data/2023-06-01/01JUN23_TAC_FID_02.RES,1ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
2,C02,3.945,1331.1325,139.855,0.1705,22,data/gc_data/2023-06-01/01JUN23_TAC_FID_02.RES,1ml_1pc_mix,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.114,162.3285,20.208,0.0059,23,data/gc_data/2023-06-01/01JUN23_TAC_FID_27.RES,BA3A-20-AC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.104,12255.1116,1462.49,0.444,24,data/gc_data/2023-06-01/01JUN23_TAC_FID_33.RES,BA1B-20-BIC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.123,14.701,1.814,0.0005,25,data/gc_data/2023-06-01/01JUN23_TAC_FID_32.RES,BA3A-270-AC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.11,20.3853,2.616,0.0007,26,data/gc_data/2023-06-01/01JUN23_TAC_FID_26.RES,BA3A-150-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.923,10.9278,1.16,0.0014,26,data/gc_data/2023-06-01/01JUN23_TAC_FID_26.RES,BA3A-150-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.117,1122.341,138.998,0.0407,27,data/gc_data/2023-06-01/01JUN23_TAC_FID_18.RES,BA4A-150-FORM-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.12,18.5175,2.277,0.0007,28,data/gc_data/2023-06-01/01JUN23_TAC_FID_30.RES,BA3A-270-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.115,135.4195,17.13,0.0049,29,data/gc_data/2023-06-01/01JUN23_TAC_FID_24.RES,BA3A-20-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.101,34.6919,4.323,0.0013,30,data/gc_data/2023-06-01/01JUN23_TAC_FID_31.RES,BA3A-270-FORM-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.09,2819.3424,344.795,0.1022,31,data/gc_data/2023-06-01/01JUN23_TAC_FID_19.RES,BA4A-150-AC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.907,10.6684,1.105,0.0014,31,data/gc_data/2023-06-01/01JUN23_TAC_FID_19.RES,BA4A-150-AC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.087,2834.8466,351.441,0.1027,32,data/gc_data/2023-06-01/01JUN23_TAC_FID_35.RES,BA1B-20-AC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.115,4249.109,546.779,0.154,33,data/gc_data/2023-06-01/01JUN23_TAC_FID_21.RES,BA4A-270-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.11,1347.2625,194.189,0.0488,34,data/gc_data/2023-06-01/01JUN23_TAC_FID_09.RES,BA1B-150-FORM-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.93,13.0005,1.553,0.0017,34,data/gc_data/2023-06-01/01JUN23_TAC_FID_09.RES,BA1B-150-FORM-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.109,1333.0615,193.662,0.0483,35,data/gc_data/2023-06-01/01JUN23_TAC_FID_08.RES,BA1B-150-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
1,C02,3.925,34.7871,4.193,0.0045,35,data/gc_data/2023-06-01/01JUN23_TAC_FID_08.RES,BA1B-150-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.079,1521.1349,196.507,0.0551,36,data/gc_data/2023-06-01/01JUN23_TAC_FID_20.RES,BA4A-270-FORM-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.096,3496.4904,442.45,0.1267,37,data/gc_data/2023-06-01/01JUN23_TAC_FID_34.RES,BA1B-20-FORM-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.1,4067.6664,542.866,0.1474,38,data/gc_data/2023-06-01/01JUN23_TAC_FID_22.RES,BA4A-270-AC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.078,6866.8225,885.421,0.2488,39,data/gc_data/2023-06-01/01JUN23_TAC_FID_36.RES,BA1B-150-BIC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.085,4972.4755,621.259,0.1802,40,data/gc_data/2023-06-01/01JUN23_TAC_FID_37.RES,BA1B-150-FORM-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.11,159.7988,19.646,0.0058,41,data/gc_data/2023-06-01/01JUN23_TAC_FID_23.RES,BA3A-20-BIC-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.135,4721.2856,581.722,0.1711,42,data/gc_data/2023-06-01/01JUN23_TAC_FID_44.RES,BA4A-20-AC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.098,3831.7354,473.019,0.1388,43,data/gc_data/2023-06-01/01JUN23_TAC_FID_50.RES,BA4A-270-AC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.109,98.2627,12.507,0.0036,44,data/gc_data/2023-06-01/01JUN23_TAC_FID_51.RES,BA3A-20-BIC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.08,4999.2643,590.692,0.1811,45,data/gc_data/2023-06-01/01JUN23_TAC_FID_45.RES,BA4A-150-BIC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.093,23.7386,2.876,0.0009,46,data/gc_data/2023-06-01/01JUN23_TAC_FID_53.RES,BA3A-150-BIC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.105,2601.4149,316.606,0.0943,47,data/gc_data/2023-06-01/01JUN23_TAC_FID_47.RES,BA4A-150-AC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.097,2575.3552,300.604,0.0933,48,data/gc_data/2023-06-01/01JUN23_TAC_FID_46.RES,BA4A-150-FORM-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.115,44.2212,6.096,0.0016,49,data/gc_data/2023-06-01/01JUN23_TAC_FID_52.RES,BA3A-20-AC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.095,18.1641,2.356,0.0007,50,data/gc_data/2023-06-01/01JUN23_TAC_FID_56.RES,BA3A-270-BIC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.095,7047.8653,877.063,0.2554,51,data/gc_data/2023-06-01/01JUN23_TAC_FID_42.RES,BA4A-20-BIC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.084,6436.9261,823.138,0.2332,52,data/gc_data/2023-06-01/01JUN23_TAC_FID_43.RES,BA4A-20-FORM-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.11,18.3173,2.427,0.0007,53,data/gc_data/2023-06-01/01JUN23_TAC_FID_57.RES,BA3A-270-FORM-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.102,4886.5143,609.341,0.177,54,data/gc_data/2023-06-01/01JUN23_TAC_FID_41.RES,BA1B-250-AC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.111,22.9024,3.038,0.0008,55,data/gc_data/2023-06-01/01JUN23_TAC_FID_55.RES,BA3A-150-AC-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.097,22.1459,2.849,0.0008,56,data/gc_data/2023-06-01/01JUN23_TAC_FID_54.RES,BA3A-150-FORM-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.088,6028.0315,763.853,0.2184,57,data/gc_data/2023-06-01/01JUN23_TAC_FID_40.RES,BA1B-250-FORM-0.5ml-BT2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
0,CH4,3.068,166.3159,22.412,0.0011,58,data/gc_data/2023-06-01/01JUN23_TAC_FID_59.RES,BA3A-20-FORM-0.5ml-T2,2m 2mmID ShinCarbonST 80/100,Argon at 35psi
