cond_uscm,pH,pressure_mbar,temp_C,depth_m,alt_m
0.00,7.08,959.80,24.47,-0.54,454.56
0.00,7.08,959.70,24.49,-0.55,455.43
0.00,7.08,959.60,24.51,-0.55,456.30
0.00,7.08,959.50,24.52,-0.55,457.17
0.00,5.94,960.00,24.54,-0.54,452.82
0.00,4.00,959.70,24.57,-0.55,455.43
0.00,3.92,959.50,24.59,-0.55,457.17
0.00,3.87,960.20,24.61,-0.54,451.08
0.00,3.85,960.30,24.61,-0.54,450.22
0.00,3.85,960.00,24.63,-0.54,452.82
0.00,3.84,960.50,24.64,-0.54,448.47
0.00,3.84,960.50,24.66,-0.54,448.47
0.00,3.85,960.70,24.68,-0.53,446.74
0.00,3.85,960.10,24.70,-0.54,451.95
0.00,3.85,960.20,24.71,-0.54,451.08
0.00,3.86,959.70,24.72,-0.55,455.43
0.00,3.86,960.20,24.73,-0.54,451.08
0.00,3.85,960.40,24.74,-0.54,449.35
0.00,3.84,959.60,24.75,-0.55,456.30
0.00,3.86,959.80,24.76,-0.54,454.56
0.00,3.90,960.10,24.76,-0.54,451.95
0.00,3.86,960.10,24.78,-0.54,451.95
0.00,3.81,961.20,24.80,-0.53,442.40
0.00,3.82,959.70,24.81,-0.55,455.43
0.00,3.82,960.40,24.81,-0.54,449.35
0.00,3.83,960.10,24.80,-0.54,451.95
0.00,3.84,961.50,24.79,-0.53,439.79
0.00,3.82,960.40,24.83,-0.54,449.35
0.00,3.83,960.50,24.83,-0.54,448.47
0.00,3.83,960.90,24.82,-0.53,445.00
0.00,3.83,961.00,24.84,-0.53,444.13
0.00,3.84,961.20,24.85,-0.53,442.40
0.00,3.82,960.70,24.86,-0.53,446.74
0.00,3.85,959.50,24.87,-0.55,457.17
0.00,3.86,959.70,24.89,-0.55,455.43
0.00,3.86,959.50,24.90,-0.55,457.17
0.00,3.86,959.50,24.91,-0.55,457.17
0.00,3.86,959.50,24.92,-0.55,457.17
0.00,3.86,959.60,24.92,-0.55,456.30
0.00,3.85,959.50,24.93,-0.55,457.17
0.00,3.86,959.70,24.95,-0.55,455.43
0.00,3.86,959.20,24.96,-0.55,459.78
0.00,3.86,959.50,24.97,-0.55,457.17
0.00,3.86,959.50,24.98,-0.55,457.17
0.00,3.86,959.60,24.99,-0.55,456.30
0.00,3.86,959.40,25.00,-0.55,458.04
0.00,3.86,959.50,25.02,-0.55,457.17
0.00,3.86,959.30,25.03,-0.55,458.91
0.00,3.86,959.80,25.04,-0.54,454.56
0.00,3.86,959.80,25.05,-0.54,454.56
0.00,3.86,959.50,25.06,-0.55,457.17
0.00,3.86,959.60,25.08,-0.55,456.30
0.00,3.86,959.40,25.09,-0.55,458.04
0.00,3.86,959.20,25.10,-0.55,459.78
0.00,3.86,959.80,25.12,-0.54,454.56
0.00,3.86,959.60,25.14,-0.55,456.30
0.00,3.86,959.60,25.15,-0.55,456.30
0.00,3.86,959.90,25.17,-0.54,453.69
0.00,3.86,959.80,25.18,-0.54,454.56
0.00,3.86,959.80,25.20,-0.54,454.56
0.00,3.85,959.60,25.22,-0.55,456.30
0.00,3.86,959.70,25.24,-0.55,455.43
0.00,3.86,959.40,25.25,-0.55,458.04
0.00,3.85,959.60,25.27,-0.55,456.30
0.00,3.86,959.90,25.29,-0.54,453.69
0.00,3.85,959.60,25.30,-0.55,456.30
0.00,3.85,960.10,25.32,-0.54,451.95
0.00,3.85,959.80,25.34,-0.54,454.56
0.00,3.86,959.80,25.35,-0.54,454.56
0.00,3.86,959.90,25.38,-0.54,453.69
0.00,3.86,959.70,25.39,-0.55,455.43
0.00,3.85,959.70,25.41,-0.55,455.43
0.00,3.85,959.70,25.43,-0.55,455.43
0.00,3.85,959.90,25.45,-0.54,453.69
0.00,3.86,960.00,25.47,-0.54,452.82
0.00,3.85,960.00,25.49,-0.54,452.82
0.00,3.86,960.00,25.50,-0.54,452.82
0.00,3.85,959.50,25.52,-0.55,457.17
0.00,3.85,959.80,25.54,-0.54,454.56
0.00,3.85,959.60,25.55,-0.55,456.30
0.00,3.85,959.70,25.57,-0.55,455.43
0.00,3.85,959.70,25.59,-0.55,455.43
0.00,3.86,959.80,25.61,-0.54,454.56
0.00,3.85,959.70,25.63,-0.55,455.43
0.00,3.85,959.40,25.65,-0.55,458.04
0.00,3.85,960.00,25.67,-0.54,452.82
0.00,3.85,959.40,25.70,-0.55,458.04
0.00,3.85,960.00,25.71,-0.54,452.82
0.00,3.85,960.00,25.73,-0.54,452.82
0.00,3.85,960.00,25.75,-0.54,452.82
0.00,3.85,960.10,25.77,-0.54,451.95
0.00,3.85,960.10,25.79,-0.54,451.95
0.00,3.85,960.30,25.81,-0.54,450.22
0.00,3.85,960.00,25.83,-0.54,452.82
0.00,3.85,960.20,25.85,-0.54,451.08
0.00,3.85,959.60,25.87,-0.55,456.30
0.00,3.85,960.40,25.89,-0.54,449.35
0.00,3.85,960.10,25.91,-0.54,451.95
0.00,3.85,960.00,25.93,-0.54,452.82
0.00,3.85,960.20,25.95,-0.54,451.08
0.00,3.85,960.00,25.97,-0.54,452.82
0.00,3.85,960.00,25.98,-0.54,452.82
0.00,3.85,960.50,26.00,-0.54,448.47
0.00,3.85,959.70,26.02,-0.55,455.43
0.00,3.84,960.10,26.03,-0.54,451.95
0.00,3.84,959.90,26.05,-0.54,453.69
0.00,3.84,959.70,26.06,-0.55,455.43
0.00,3.85,960.00,26.08,-0.54,452.82
0.00,3.82,959.70,26.09,-0.55,455.43
0.00,3.82,959.40,26.12,-0.55,458.04
0.00,3.83,960.10,26.14,-0.54,451.95
0.00,3.85,959.10,26.11,-0.55,460.65
0.00,3.85,959.70,26.12,-0.55,455.43
0.00,3.86,959.40,26.14,-0.55,458.04
0.00,3.86,959.90,26.16,-0.54,453.69
0.00,3.86,959.70,26.17,-0.55,455.43
0.00,3.87,960.30,26.18,-0.54,450.22
0.00,4.17,960.20,26.19,-0.54,451.08
0.00,5.67,960.00,26.20,-0.54,452.82
0.00,6.18,959.90,26.22,-0.54,453.69
0.00,6.57,959.70,26.24,-0.55,455.43
0.00,6.61,960.10,26.25,-0.54,451.95
0.00,6.63,960.20,26.27,-0.54,451.08
0.00,6.64,960.00,26.28,-0.54,452.82
0.00,6.65,960.20,26.30,-0.54,451.08
0.00,6.66,960.00,26.31,-0.54,452.82
0.00,6.66,959.80,26.32,-0.54,454.56
0.00,6.66,959.60,26.34,-0.55,456.30
0.00,6.66,959.50,26.34,-0.55,457.17
0.00,6.67,959.50,26.36,-0.55,457.17
0.00,6.67,959.40,26.38,-0.55,458.04
0.00,6.69,959.50,26.39,-0.55,457.17
0.00,6.69,959.40,26.41,-0.55,458.04
0.00,6.68,959.50,26.44,-0.55,457.17
0.00,6.69,959.90,26.45,-0.54,453.69
0.00,6.69,959.40,26.46,-0.55,458.04
0.00,6.69,959.60,26.48,-0.55,456.30
0.00,6.69,959.40,26.50,-0.55,458.04
0.00,6.69,959.30,26.52,-0.55,458.91
0.00,6.69,959.60,26.54,-0.55,456.30
0.00,6.69,960.00,26.56,-0.54,452.82
0.00,6.69,959.50,26.58,-0.55,457.17
0.00,6.69,959.60,26.60,-0.55,456.30
0.00,6.69,959.40,26.62,-0.55,458.04
0.00,6.69,959.80,26.64,-0.54,454.56
0.00,6.69,959.60,26.66,-0.55,456.30
0.00,6.69,959.70,26.68,-0.55,455.43
0.00,6.69,959.90,26.70,-0.54,453.69
0.00,6.69,959.60,26.72,-0.55,456.30
0.00,6.69,959.50,26.75,-0.55,457.17
0.00,6.69,959.50,26.77,-0.55,457.17
0.00,6.69,959.80,26.79,-0.54,454.56
0.00,6.69,960.00,26.81,-0.54,452.82
0.00,6.69,959.60,26.83,-0.55,456.30
0.00,6.69,959.80,26.84,-0.54,454.56
0.00,6.69,959.90,26.86,-0.54,453.69
0.00,6.69,959.90,26.87,-0.54,453.69
0.00,6.69,960.10,26.90,-0.54,451.95
0.00,6.69,959.60,26.91,-0.55,456.30
0.00,6.69,959.60,26.93,-0.55,456.30
0.00,6.69,959.80,26.94,-0.54,454.56
0.00,6.69,960.10,26.96,-0.54,451.95
0.00,6.69,959.80,26.98,-0.54,454.56
0.00,6.69,959.90,27.00,-0.54,453.69
0.00,6.69,960.20,27.02,-0.54,451.08
0.00,6.69,959.80,27.04,-0.54,454.56
0.00,6.69,960.30,27.06,-0.54,450.22
0.00,6.69,960.30,27.08,-0.54,450.22
0.00,6.69,960.30,27.10,-0.54,450.22
0.00,6.69,960.10,27.11,-0.54,451.95
0.00,6.69,960.10,27.14,-0.54,451.95
0.00,6.69,960.40,27.15,-0.54,449.35
0.00,6.69,959.90,27.17,-0.54,453.69
0.00,6.69,959.70,27.19,-0.55,455.43
0.00,6.69,960.10,27.21,-0.54,451.95
0.00,6.69,959.70,27.23,-0.55,455.43
0.00,6.69,960.40,27.25,-0.54,449.35
0.00,6.69,960.10,27.27,-0.54,451.95
0.00,6.69,960.00,27.29,-0.54,452.82
0.00,6.69,960.20,27.30,-0.54,451.08
0.00,6.69,960.40,27.32,-0.54,449.35
0.00,6.69,960.60,27.34,-0.54,447.61
0.00,6.69,960.10,27.36,-0.54,451.95
0.00,6.69,960.10,27.37,-0.54,451.95
0.00,6.69,960.50,27.39,-0.54,448.47
0.00,6.69,960.10,27.41,-0.54,451.95
0.00,6.69,960.30,27.42,-0.54,450.22
0.00,6.69,960.70,27.44,-0.53,446.74
0.00,6.69,960.60,27.46,-0.54,447.61
0.00,6.69,960.30,27.47,-0.54,450.22
0.00,6.69,960.20,27.48,-0.54,451.08
0.00,6.68,960.80,27.50,-0.53,445.87
0.00,6.68,960.90,27.52,-0.53,445.00
0.00,6.68,960.20,27.53,-0.54,451.08
0.00,6.69,960.40,27.54,-0.54,449.35
0.00,6.69,960.20,27.56,-0.54,451.08
0.00,6.69,960.50,27.57,-0.54,448.47
0.00,6.69,960.30,27.59,-0.54,450.22
0.00,6.69,960.20,27.61,-0.54,451.08
0.00,6.69,960.50,27.62,-0.54,448.47
0.00,6.68,960.40,27.63,-0.54,449.35
0.00,6.69,960.00,27.65,-0.54,452.82
0.00,6.68,960.70,27.66,-0.53,446.74
0.00,6.69,960.50,27.66,-0.54,448.47
0.00,6.69,960.60,27.68,-0.54,447.61
0.00,6.69,960.50,27.69,-0.54,448.47
0.00,6.69,960.30,27.70,-0.54,450.22
0.00,6.69,960.70,27.72,-0.53,446.74
0.00,6.69,960.50,27.73,-0.54,448.47
0.00,6.69,960.90,27.75,-0.53,445.00
0.00,6.69,960.90,27.76,-0.53,445.00
0.00,6.69,960.30,27.78,-0.54,450.22
0.00,6.69,960.80,27.79,-0.53,445.87
0.00,6.68,960.30,27.81,-0.54,450.22
0.00,6.65,960.70,27.83,-0.53,446.74
0.00,6.65,960.30,27.84,-0.54,450.22
0.00,6.65,959.90,27.86,-0.54,453.69
0.00,6.65,960.10,27.87,-0.54,451.95
0.00,6.65,959.80,27.89,-0.54,454.56
0.00,6.66,960.20,27.90,-0.54,451.08
0.00,6.65,960.70,27.92,-0.53,446.74
0.00,6.66,959.60,27.94,-0.55,456.30
0.00,6.67,959.70,27.95,-0.55,455.43
0.00,6.65,960.10,27.97,-0.54,451.95
0.00,8.00,960.40,27.99,-0.54,449.35
0.00,9.02,960.50,28.01,-0.54,448.47
0.00,9.33,960.00,28.03,-0.54,452.82
0.00,9.43,960.40,28.05,-0.54,449.35
0.00,9.47,960.20,28.07,-0.54,451.08
0.00,9.49,959.90,28.09,-0.54,453.69
0.00,9.51,960.10,28.11,-0.54,451.95
0.00,9.52,960.60,28.13,-0.54,447.61
0.00,9.53,960.50,28.14,-0.54,448.47
0.00,9.53,960.10,28.16,-0.54,451.95
0.00,9.54,960.30,28.18,-0.54,450.22
0.00,9.55,960.20,28.19,-0.54,451.08
0.00,9.56,960.20,28.20,-0.54,451.08
0.00,9.56,960.40,28.20,-0.54,449.35
0.00,9.56,960.30,28.22,-0.54,450.22
0.00,9.57,960.70,28.22,-0.53,446.74
0.00,9.57,960.40,28.23,-0.54,449.35
0.00,9.57,960.40,28.24,-0.54,449.35
0.00,9.57,960.20,28.25,-0.54,451.08
0.00,9.57,960.10,28.25,-0.54,451.95
0.00,9.57,960.50,28.26,-0.54,448.47
0.00,9.57,960.50,28.26,-0.54,448.47
0.00,9.57,960.70,28.27,-0.53,446.74
0.00,9.57,960.70,28.28,-0.53,446.74
0.00,9.57,960.90,28.29,-0.53,445.00
0.00,9.57,960.50,28.30,-0.54,448.47
0.00,9.57,960.60,28.30,-0.54,447.61
0.00,9.57,960.40,28.31,-0.54,449.35
0.00,9.57,960.80,28.32,-0.53,445.87
0.00,9.57,960.00,28.32,-0.54,452.82
0.00,9.57,960.30,28.33,-0.54,450.22
0.00,9.57,960.30,28.34,-0.54,450.22
0.00,9.58,960.50,28.34,-0.54,448.47
0.00,9.58,960.80,28.35,-0.53,445.87
0.00,9.58,960.50,28.36,-0.54,448.47
0.00,9.58,960.30,28.36,-0.54,450.22
0.00,9.58,960.40,28.37,-0.54,449.35
0.00,9.58,960.50,28.37,-0.54,448.47
0.00,9.58,960.80,28.38,-0.53,445.87
0.00,9.58,960.40,28.38,-0.54,449.35
0.00,9.58,960.70,28.38,-0.53,446.74
0.00,9.58,960.50,28.39,-0.54,448.47
0.00,9.58,960.40,28.40,-0.54,449.35
0.00,9.58,960.70,28.40,-0.53,446.74
0.00,9.58,960.50,28.41,-0.54,448.47
0.00,9.58,960.30,28.41,-0.54,450.22
0.00,9.57,960.60,28.41,-0.54,447.61
0.00,9.56,960.70,28.41,-0.53,446.74
0.00,9.56,959.90,28.40,-0.54,453.69
0.00,9.56,960.70,28.40,-0.53,446.74
0.00,9.56,959.80,28.37,-0.54,454.56
0.00,9.55,960.00,28.38,-0.54,452.82
0.00,9.55,960.40,28.40,-0.54,449.35
0.00,9.55,959.90,28.42,-0.54,453.69
0.00,9.55,959.90,28.42,-0.54,453.69
0.00,9.51,960.50,28.46,-0.54,448.47
0.00,9.51,960.80,28.43,-0.53,445.87
0.00,9.50,960.20,28.39,-0.54,451.08
0.00,9.52,960.40,28.35,-0.54,449.35
0.00,9.52,960.00,28.32,-0.54,452.82
0.00,9.51,960.50,28.33,-0.54,448.47
0.00,9.51,960.40,28.38,-0.54,449.35
0.00,9.56,960.70,28.36,-0.53,446.74
0.00,9.52,960.90,28.35,-0.53,445.00
0.00,9.52,961.00,28.35,-0.53,444.13
0.00,9.52,960.60,28.35,-0.54,447.61
0.00,9.52,960.40,28.35,-0.54,449.35
0.00,9.52,960.60,28.35,-0.54,447.61
0.00,9.51,960.60,28.36,-0.54,447.61
0.00,9.52,960.80,28.36,-0.53,445.87
0.00,9.52,961.00,28.36,-0.53,444.13
0.00,9.52,961.30,28.37,-0.53,441.53
0.00,9.50,960.00,28.37,-0.54,452.82
0.00,9.50,960.00,28.41,-0.54,452.82
0.00,9.49,960.70,28.45,-0.53,446.74
0.00,9.50,960.40,28.44,-0.54,449.35
0.00,9.50,960.70,28.43,-0.53,446.74
0.00,9.50,960.80,28.43,-0.53,445.87
0.00,9.49,961.10,28.42,-0.53,443.26
0.00,9.48,960.60,28.42,-0.54,447.61
0.00,9.47,960.50,28.41,-0.54,448.47
0.00,9.46,960.70,28.40,-0.53,446.74
0.00,9.45,960.60,28.40,-0.54,447.61
0.00,9.44,960.80,28.40,-0.53,445.87
0.00,9.43,960.30,28.39,-0.54,450.22
0.00,9.42,960.70,28.39,-0.53,446.74
0.00,9.41,961.00,28.38,-0.53,444.13
0.00,9.40,960.80,28.38,-0.53,445.87
0.00,9.39,960.60,28.37,-0.54,447.61
0.00,9.37,960.70,28.37,-0.53,446.74
0.00,9.37,960.70,28.37,-0.53,446.74
0.00,9.36,960.80,28.36,-0.53,445.87
0.00,9.36,960.80,28.36,-0.53,445.87
0.00,9.35,960.40,28.36,-0.54,449.35
0.00,9.35,960.70,28.35,-0.53,446.74
0.00,9.34,960.60,28.35,-0.54,447.61
0.00,9.33,960.50,28.35,-0.54,448.47
0.00,9.32,960.90,28.35,-0.53,445.00
0.00,9.31,960.50,28.35,-0.54,448.47
0.00,9.31,960.80,28.36,-0.53,445.87
0.00,9.30,960.90,28.36,-0.53,445.00
0.00,9.29,960.70,28.38,-0.53,446.74
0.00,9.29,960.90,28.41,-0.53,445.00
0.00,9.30,960.80,28.41,-0.53,445.87
0.00,9.32,960.50,28.41,-0.54,448.47
0.00,9.32,960.60,28.42,-0.54,447.61
cond_uscm,pH,pressure_mbar,temp_C,depth_m,alt_m
